comment_phase,turn_id,speaker,role,timestamp,start_time,end_time,text,n_segments,name,stakeholder
Comment 3,423,SPEAKER_40,NA,06:03:21,21801,21996,"So I'd like to make a particular point that I think hasn't been brought up too often yet, but will stay relevant. Because a couple of y'all have mentioned the idea that perhaps, oh, sorry, right, Mo Van De Sompel, 608 Cabell Avenue. This idea that once we sort of have a place to push them, that this could still be like a good idea to be able to do something like this. And I kind of want to make a particular point on that. There's this famous quote that I'm sure you have all heard at some point, that the law in its majestic equality forbids both rich and poor alike to sleep under bridges. Bridges. This is, of course, a snarky joke that's getting at the point that even though laws in principle are applied equally, oftentimes they have disproportionate impacts. The thing that is really despicable about this law is that it is not even facially being applied equally. You go and you read this legislation, and it talks about what is defined as a campsite. And so it mentions things like campfires in public areas. The Rivanna Trail has bonfire pits all around it that I see people having campfires in all the time. It talks about the idea of storing public property, and yet I see trailers out on the street everywhere. I see UVA students dumping their couches out on the public rights of way. It talks about campsites, and yet I see every time that there's a game day, I see tents go up all around Charlottesville on our public rights of way in our parking lots, right? All of these are explicitly, and again, I don't say this as like a gotcha on the law because the law does have in it this extra clause that says, oh, if a reasonable person could surmise that the person is living on that property, that's the thing that kind of makes it all there. But that kind of gives the game away, right? Laws are supposed to make acts illegal. things that you do are made illegal by a law but having this extra clause on makes it so that like it doesn't actually matter what the acts are at all because we don't want to harass nice white people that are having their bonfire we just want to be able to like target the specific people of people when they do a thing that we don't like And you know, you have this thing in the summary where you talk about it being like, you know, that the city is committed to not criminalizing homelessness. And that's shown by the fact that we'd only make it a fourth level misdemeanor. But this is blatant doublespeak. I mean, this is just like literally doublespeak. You are making it a crime to do the things that homeless people have to do to exist. So it's just kind of like blatantly wrong. And so the actual effect of this policy will be, as Mr. Payne said, to basically just force people into more and more distant locations where they're not visible, right, into medians on highways where we have some grass set up, unless indeed, eventually, we get this low barrier shelter. At that point we probably will not even have enough beds in that shelter if it ever does get built. And the final thing that I just wanted to point out is that None of the protocols that were linked that the police chief pointed out, which make the whole thing sound a lot more humane, are binding in any way. It's not in the legislation. If an officer ended up breaking that protocol, they would just be able to kind of go away anyway. So at long last, this law is no law. This is just an excuse to ask people. Thank you.",34,Mo Van De Sompel,public
Comment 3,424,Juandiego Wade,"Mayor, City Council",06:06:41,22001,22005,"So before we move back, Ryan, I want to get everyone that hasn't spoken yet. Yes, sir.",2,Juandiego Wade,council
Comment 3,425,SPEAKER_20,NA,06:06:51,22011,22208,"Ralph Braun. I live in Crozet. I live in Crozet because I was evicted in Charlottesville. Hello? John, please, sir. Hello? Oh, I thought I'd see the clock running down. I'd like to thank everyone who's spoken against the ordinance. I agree with all those comments. I'd like to point out a few things if this comes back from the dead. paid attention to next time. One of them is, I would categorize it as candor, accountability, and humanity. Candor, no one is happy with this process. I'd have to guess as to why the process went the way it was. I hear about the two-to-ones. I've heard about those before. Why those were utilized, I would have to guess, is one of the reasons two-to-ones exist as a loophole in Virginia FOIA, in the Virginia Freedom of Information Act. and I'd have to guess that's probably the reason the two to ones were used in this particular case instead of a more normal planning process, but I don't know that. The phrasing of the ordinance lacks candor. It lacks candor as to what the purpose is. You had the woman in the zebra dress earlier talking all about the downtown mall. The words downtown or mall appear nowhere in the ordinance. Instead it lists a whole bunch of types of camping and things. I know people live downtown. They move around a lot. that I don't see people with fires and permanent tents downtown. It lists a whole bunch of things that don't apply downtown at all. So what is it going after? Is it about downtown? Is it about somewhere else? I suspect the reason this was not raised on the topic of candor is that that would then allow all of us to ask questions about the specific issue instead of just pawning it off to the police and the prosecutors. I'll note regarding the ordinances or the state statutes that Mr. Payne brought up earlier, 15.2-2018, most Class 4 misdemeanors aren't jailable unless the person refuses to discontinue the act. That's accountability that the cops can say anything that You didn't clean your tent up quickly enough, so I'm going to arrest you. You went there when I told you to go there, so I'm going to arrest you. There's a lot of paths to jail with that, but in section 2018, it's actually worse because this is one of the very few places where there is a specific jail possibility for violating a class four misdemeanor. The only other one I could find in the state code was a drunk tank law. What did we learn? I think it's almost conventional wisdom now. Black Lives Matter was some affray. What did we learn? What's one thing we took away from that in the long term is that police as an institution is one of the least accountable in our society. I don't know anyone in this room, but I know there are officers on the force who've lied on warrants. There are probably officers on the force who've lied in court. You're asking every bad apple to abide by, as the guy said, a completely non-binding policy to avoid people going to jail. So I don't know what the policy was intended to solve, and I don't know how the ordinances written lines up with how it was claimed you want it to be implemented.",46,Ralph Braun,public
Comment 3,426,Juandiego Wade,"Mayor, City Council",06:10:19,22219,22230,"Thank you. Who else would like to speak? Jessica, you spoke once, so we'll get you on it next time. You're next, John, OK?",4,Juandiego Wade,council
Comment 3,427,SPEAKER_35,NA,06:10:33,22233,22342,"Good evening. Matt Seaton, pastor at Wesley Memorial here in Charlottesville. Our congregation is a member of IMPACT, which is part of 27 or 26 other faith communities here in Charlottesville and in Albemarle County. Wow, I had to change my temper after the decision. And so what I'm going to say is I think there is some gratitude that in this moment, this abomination isn't going to move forward. So I am grateful for that decision. I'm in this place because of Jesus. I follow Jesus. What I have learned from Jesus is that all of the laws and the prophets in the Old Testament are summed up in two things. Perhaps you remember from Sunday school. Love of God and love of neighbor. That means that law is only just so long as it is rooted in love. And so I want to speak to you as God's beloved, though maybe perhaps my enemies at times still God's beloved. When you entertain such things in the future, ask yourself, is this rooted in love and therefore God's justice for our neighbors? I've already heard a sermon tonight about whatever you do to the least of these you have done to me. That is straight from my man, Jesus. When you think about our unhoused neighbors, ask yourself, would you do this to Christ if he were here tonight? And that is all I have to say. Thank you. Thank you. Mr. Hall.",22,Matt Seaton,public
Comment 3,428,SPEAKER_22,NA,06:12:35,22355,22532,"So what's the point of all this, folks? What we need is needed innovation in political science here. Maybe we need needed innovation and a solution to the problem. We look back at our history and our common ground, our common ground of how we are formed as people, largely as English people, I think part of the problem here is that you've got to consider population. When we were formed, when we had in 1787, when we birthed our Constitution in the United States by James Madison Committee, what did we have? Well, everybody said, Mr. Ben Franklin, what do we have? A republic, if you can keep it, is his answer. And what is the solution to this? I think about Valley Forge and Fort Necessity and Ticonderoga, some of those places that George Washington, fording the Delaware, you know, things like that. Those guys froze to death during the winter when winters were severe. But they all had tents to biv, biv, biv, biv, biv, biv, bivwack in. A marine barracks, for example, is a bivouac, you know, a way of, you know, maybe I'm spending a lot of money here, you know, but I know that there are some churches that will give you free tents, for example. If we go to our parks, like Forest Hills Parks, Penn Park, McIntyre Park, some of the larger parks in town, and have the police, kind of police, and do a beat, and have some tents that were issued. I think the city council could afford a few tents and also a pilates mat for each tent. So if you have the tents on concrete or an asphalt parkway, no, I don't mean that. Parking lot is what I mean. I had to kick back. I mean, I've been burning the candle at three different ends. And I went to Los Angeles. I wanted to see where the moral tone of this country and entertainment. We all love to be couch potatoes and talk and argue and fuss and fight and everything. Because we mirror what we see on TV and all our football games and everything, we think, oh, yeah, I'm going to be a champion athlete. You're not going to make it. because those guys are cream at the top of the butter churn, you know.",26,unidentified frequent commenter,public
Comment 3,429,Juandiego Wade,"Mayor, City Council",06:15:40,22540,22544,"Thank you. I'm not through. Well, I'm sorry, but the three minutes is up. Who else?",4,Juandiego Wade,council
Comment 3,430,SPEAKER_22,NA,06:15:45,22545,22547,Three minutes? Here I am limited to three minutes.,2,unidentified frequent commenter,public
Comment 3,432,SPEAKER_03,NA,06:16:03,22563,22588,"Yeah, when we keep talking about the different ideas, like having a designated camping area, I think that's like a fine and well and good idea and it does not put us any closer to this ordinance being okay. It would still be equally as fucked up. And like, I've lived on the street at multiple points in my life. and I don't want to go live where everybody else can see me. That's scary. I've had too many people start touching me in my sleep to want to live where a bunch of other people are right there and I don't think that's an appropriate ask and I don't understand who the hell you think you are or who the hell the cops think they are to be like, oh this is your little field and that's the only field you can be in and then try to call that humanity because that's not humanity, that's fucked up.",6,unidentified,public
Comment 3,433,Juandiego Wade,"Mayor, City Council",06:16:46,22606,22607,"Yes, sir. Ma'am, did you want to speak or are you just holding up the sign?",2,Juandiego Wade,council
Comment 3,434,SPEAKER_55,NA,06:17:02,22622,22720,"Hi, my name's Aiden Workman. I do work for Impact. I'm not speaking on behalf of Impact. I just want to say two quick things in response to some things that y'all said and that the Downtown Business Association said. A couple of y'all mentioned that the Fifeville neighborhood does not want a homeless shelter. I live in Fifeville. I would love to have a homeless shelter near me. I live in walking distance of the shelter. I think it's needed. I just wanted to state for the record that the whole community is not against it. Main thing I wanted to say is I also have a young daughter. We go to the downtown mall all the time. I have never felt unsafe because homeless people are there. I don't think that's why people don't shop at businesses downtown. What is very frustrating as a parent of young children is that it's very hard to find a bathroom when my daughter needs a change of her diaper. There's not a lot of public seating. And I think a lot of these are decisions that are made out of wanting to make it harder for homeless people to exist on the downtown mall. Rather, those decisions are made by the city or business owners. We're making life worse for everyone because we want to make it worse for some specific people. So I don't know if the woman who spoke for the business association is still here, but if the business association really is so worried about this decline in people coming to the downtown mall, we might want to figure out making it more accessible for everyone. And if that means that a homeless person might sleep on a bench by your business, that's OK. Because the main reason I'm not there as often as I would like to be is it's very hard to be there with a little kid because we've tried to make it hard for homeless people. That makes it hard for other people.",25,Aiden Workman,public
Comment 3,435,Juandiego Wade,"Mayor, City Council",06:18:44,22724,22736,"So before we move back around, is there anyone else? Would anyone else like to speak? Yes, ma'am, in the back row, and then Latisha? Latricia, I'm sorry.",5,Juandiego Wade,council
Comment 3,436,SPEAKER_53,NA,06:19:00,22740,22813,"Hi, my name is Jacqueline Kim. I'm a resident in Pantops and an employee in the city. I'm going to start by reading a statement from someone who wasn't able to join us today. And I realize that the ordinance has already been struck, but I'd still like to read it anyways. They say, experiencing homelessness is not a criminal offense. What is criminal is enforcing an ordinance that criminalizes our most vulnerable neighbors during one of the most horrific experiences of their life. To make a decision that enforces this ordinance, plays into the right-wing handbook that we are witnessing taking place in DC, and further punishes those from merely existing. Humans deserve housing, not threats of criminalization, and humans deserve to receive care without conditions. I'd also like to add my voice to the course of folks who are supporting 10th and Page and West Haven residents in their campaign against the massive student housing development proposed on West Main. If you haven't had a chance to watch that bar meeting that happened a couple weeks ago, I'd really encourage you to. There's some really compelling testimony from committee members and residents. That was really moving, in fact, for the members of BAR themselves. You will see members there get emotional hearing the testimony from community members and how that development would impact their lives and their community. Thank you.",14,Jacqueline Kim,public
Comment 3,438,Juandiego Wade,"Mayor, City Council",06:23:51,23031,23037,"Before we double up, I mean, go back around. Would anyone else like to speak? No, John.",3,Juandiego Wade,council
Comment 3,439,Rosia Parker,NA,06:23:58,23038,23038,"No, I'm going to.",1,Rosia Parker,public
Comment 3,440,Juandiego Wade,"Mayor, City Council",06:24:00,23040,23057,"No, John. I've got to make this natural. No, Mr. Hall, please sit down, sir. I really do. Mr. Hall. I've got to get a head start here. No. Head start. So does anyone else like to speak? If not, I'm going to go with Jeff first, and then Wendy, and then Jessica, OK? Mr. Fokker.",11,Juandiego Wade,council
Comment 3,441,Jeff Fogel,NA,06:24:20,23060,23213,"15 years ago, the Downtown Business Association came to the city council and said, we have got to prohibit panhandling on the downtown mall because we're dying. Nobody will come here because they don't want to see these undesirable people. And the city went along with it. At least we had a city attorney who had the consciousness to say to the city council, that's wrong. And it's probably unconstitutional. It violates people's rights. But a compromise was made, and the compromise was, let's limit the ability to beg on the downtown mall. I litigated that case, as some of you know, for four years, till we got the Court of Appeals and the Fourth Circuit to say, you all and your predecessors violated the First Amendment rights of every single poor person on the downtown mall who was homeless. Now in the ensuing 15 years, have we seen the death of the downtown mall? Well you're all buying into what the business community is saying to you. We can't live like this. People won't come here. They've been coming here the last 15 years even though we were able to beat back a retrograde city council who thought property over people was important. Now under no circumstances, by the way Mr. Mayor, this is not a complicated issue. What's before you tonight is a very simple issue. The simple issue is, are you going to characterize people who are homeless as criminals? That's the only issue. Instead, we're wasting our time, our energy. Wonderful, creative people are here. This time could have been spent discussing what the community believes could be done about the problem. But no, we're talking about, well, should we bust them? How badly should we bust them? Should it be a fourth degree offense or a third? That's all bullshit, excuse me. That's all bullshit. The bottom line here is a simple matter of humanity. And I urge any of you who think otherwise to simply read the dissenting opinion of Justice Sotomayor. As she started out, Sleep is a biological imperative. It's not a crime. And you people don't even think about bringing this back. I don't care if there's a homeless shelter here. We're not going to make people criminal just because they don't have a house. And if you want to do that, you're criminals.",34,Jeff Fogel,public
Comment 3,442,Juandiego Wade,"Mayor, City Council",06:27:05,23225,23225,"Mr. Hall, please have a seat.",1,Juandiego Wade,council
Comment 3,443,SPEAKER_05,NA,06:27:07,23227,23388,"My name is Wendy. I'm a community organizer at the Public Housing Association of Residence. I will be speaking on behalf of myself and only myself tonight. I'm also a UVA alum who chose to remain in Charlottesville. I'm going to respond to some things that have come up in this meeting. I first want to respond to this idea that any increase in housing supply is a helpful increase. If you are wealthy, you can find an apartment or a place to live in Charlottesville pretty easily. There is not a lack in general housing supply. The housing crisis is in deeply affordable housing that people can actually afford. Building more student housing does not house more black and brown people. It does not make housing more affordable because it doesn't increase the supply that needs to be increased. It just displaces more black and brown folks from where they were previously living because now a gigantic student apartment is in their backyard. but also students want affordable housing too. It is not a lack of student housing that is pushing students to rent single families homes. It is the gross frankly appalling excess of luxury student housing on West Main that many UVA students cannot even afford that is pushing them into historically black neighborhoods like Grady Avenue and Gordon Avenue. We need to build student housing somewhere else far away from West Main and historically black neighborhoods like on JPA or the literal swaths of land owned by the UVA Foundation and stopped supporting huge multi-billion dollar apartments bought by out-of-time developers who know nothing about this city trying to dispossess and displace more black folks. There was a statement that students are themselves transient as individuals, but as a whole, they are a permanent fixture in Charlottesville. Students who attend an institution that does not pay taxes to this city should not be City Council's priority. I think the more important population here is the black and brown long-term residents of Charlottesville, many of whom can trace their lineage to the enslaved laborers who built the very plantation institution that students attend today. Black people, low income people, unhoused people are the stable population in this city who are the constituents who pay taxes, elect you into office, whose neighborhoods and homes are being destroyed and gentrified by UVA students. Those are the people you should be accountable to. Second to last thing I'll say, we should and can house everyone in this city. Every year the point in time count shows that there are around 200 unhoused people in Charlottesville from year to year. Across Charlottesville, we probably have that many or close to that many empty apartment units. There is not a crisis in the supply of housing. There is a crisis in deeply affordable housing. We just need to be willing to prioritize it. Last thing I will say, it is public information that at least half of the board of directors of the Friends of Downtown Charlottesville, who notoriously are anti-unhoused people, as we saw tonight, were top donors to the campaigns of some councilors sitting up here tonight, so we know exactly who has been bought and we know exactly where this anti-camping ordinance came from.",30,Wendy (surname not given),public
Comment 3,444,SPEAKER_34,NA,06:29:51,23391,23391,The work group that worked on the ordinance was really strange and,1,Jessica Jackson,public
